BusinessEntityID;PersonType;NameStyle;Title;FirstName;MiddleName;LastName;Suffix;EmailPromotion
6191;IN;0;NULL;Robert;NULL;Shan;NULL;0
6192;IN;0;NULL;Robert;NULL;Jai;NULL;2
6193;IN;0;NULL;Cheryl;T;Torres;NULL;0
6194;IN;0;NULL;Jose;NULL;Ross;NULL;0
6195;IN;0;NULL;Jose;NULL;Henderson;NULL;0
6196;IN;0;NULL;Jose;S;Coleman;NULL;2
6197;IN;0;NULL;Cheryl;M;Dominguez;NULL;1
6198;IN;0;NULL;Jose;C;Jenkins;NULL;0
6199;IN;0;NULL;Cheryl;R;Gill;NULL;0
6200;IN;0;NULL;Jose;M;Perry;NULL;2
6201;IN;0;NULL;Cheryl;A;Vazquez;NULL;0
6202;IN;0;NULL;Cheryl;NULL;Blanco;NULL;1
6203;IN;0;NULL;Jose;NULL;Long;NULL;1
6204;IN;0;NULL;Cheryl;J;Serrano;NULL;1
6205;IN;0;NULL;Jose;NULL;Patterson;NULL;2
6206;IN;0;NULL;Cheryl;A;Ramos;NULL;0
6207;IN;0;NULL;Jose;NULL;Hughes;NULL;2
6208;IN;0;NULL;Cheryl;M;Carlson;NULL;2
6209;IN;0;NULL;Christian;NULL;Simmons;NULL;0
6210;IN;0;NULL;Cheryl;NULL;Suarez;NULL;0
6211;IN;0;NULL;Christian;C;Foster;NULL;0
6212;IN;0;NULL;Christian;NULL;Gonzales;NULL;0
6213;IN;0;NULL;Christian;M;Bryant;NULL;2
6214;IN;0;NULL;Daisy;B;Carlson;NULL;0
6215;IN;0;NULL;Cheryl;G;Sanz;NULL;0
6216;IN;0;NULL;Christian;C;Alexander;NULL;0
6217;IN;0;NULL;Christian;S;Russell;NULL;1
6218;IN;0;NULL;Christian;NULL;Griffin;NULL;1
6219;IN;0;NULL;Cheryl;NULL;Ortega;NULL;0
6220;IN;0;NULL;Christian;R;Hayes;NULL;0
6221;IN;0;NULL;Janet;L;Martin;NULL;2
6222;IN;0;NULL;Janet;NULL;Gomez;NULL;2
6223;IN;0;NULL;Christian;D;Zhang;NULL;0
6224;IN;0;NULL;Janet;M;Ruiz;NULL;1
6225;IN;0;NULL;Janet;R;Diaz;NULL;0
6226;IN;0;NULL;Christian;NULL;Wang;NULL;0
6227;IN;0;NULL;Christian;D;Chen;NULL;1
6228;IN;0;NULL;Christian;NULL;Yang;NULL;0
6229;IN;0;NULL;Janet;G;Alvarez;NULL;0
6230;IN;0;NULL;Janet;P;Jimenez;NULL;0
6231;IN;0;NULL;Christian;L;Kumar;NULL;2
6232;IN;0;NULL;Christian;M;Lal;NULL;0
6233;IN;0;NULL;Christian;NULL;Sharma;NULL;1
6234;IN;0;NULL;Damien;M;Liu;NULL;1
6235;IN;0;NULL;Daisy;A;Suarez;NULL;0
6236;IN;0;NULL;Janet;L;Moreno;NULL;2
6237;IN;0;NULL;Christian;L;Shan;NULL;2
6238;IN;0;NULL;Janet;NULL;Munoz;NULL;1
6239;IN;0;NULL;Janet;K;Alonso;NULL;2
6240;IN;0;NULL;Austin;NULL;Henderson;NULL;1
6241;IN;0;NULL;Janet;D;Romero;NULL;1
6242;IN;0;NULL;Austin;V;Coleman;NULL;0
6243;IN;0;NULL;Austin;D;Jenkins;NULL;1
6244;IN;0;NULL;Janet;J;Navarro;NULL;0
6245;IN;0;NULL;Austin;C;Perry;NULL;1
6246;IN;0;NULL;Austin;R;Powell;NULL;1
6247;IN;0;NULL;Austin;H;Long;NULL;2
6248;IN;0;NULL;Janet;M;Gutierrez;NULL;1
6249;IN;0;NULL;Austin;O;Patterson;NULL;1
6250;IN;0;NULL;Austin;P;Hughes;NULL;1
6251;IN;0;NULL;Austin;J;Flores;NULL;0
6252;IN;0;NULL;Austin;NULL;Washington;NULL;0
6253;IN;0;NULL;Janet;J;Torres;NULL;0
6254;IN;0;NULL;Austin;W;Butler;NULL;2
6255;IN;0;NULL;Austin;L;Simmons;NULL;0
6256;IN;0;NULL;Janet;NULL;Dominguez;NULL;0
6257;IN;0;NULL;Janet;B;Gill;NULL;2
6258;IN;0;NULL;Austin;C;Foster;NULL;2
6259;IN;0;NULL;Janet;R;Vazquez;NULL;0
6260;IN;0;NULL;Austin;D;Gonzales;NULL;0
6261;IN;0;NULL;Austin;L;Bryant;NULL;0
6262;IN;0;NULL;Daisy;NULL;Sanz;NULL;1
6263;IN;0;NULL;Janet;NULL;Browning;NULL;0
6264;IN;0;NULL;Janet;NULL;Serrano;NULL;0
6265;IN;0;NULL;Janet;B;Ramos;NULL;0
6266;IN;0;NULL;Austin;NULL;Alexander;NULL;0
6267;IN;0;NULL;Austin;NULL;Russell;NULL;1
6268;IN;0;NULL;Janet;A;Carlson;NULL;0
6269;IN;0;NULL;Austin;K;Griffin;NULL;0
6270;IN;0;NULL;Austin;M;Diaz;NULL;0
6271;IN;0;NULL;Austin;NULL;Hayes;NULL;0
6272;IN;0;NULL;Janet;V;Suarez;NULL;1
6273;IN;0;NULL;Janet;J;Sanz;NULL;0
6274;IN;0;NULL;Austin;NULL;Zhang;NULL;2
6275;IN;0;NULL;Austin;A;Wang;NULL;0
6276;IN;0;NULL;Janet;L;Ortega;NULL;0
6277;IN;0;NULL;Austin;V;Chen;NULL;0
6278;IN;0;NULL;Kristine;A;Martin;NULL;0
6279;IN;0;NULL;Austin;B;Li;NULL;2
6280;IN;0;NULL;Austin;H;Yang;NULL;0
6281;IN;0;NULL;Kristine;E;Gomez;NULL;0
6282;IN;0;NULL;Austin;NULL;Kumar;NULL;0
6283;IN;0;NULL;Austin;M;Lal;NULL;1
6284;IN;0;NULL;Daisy;A;Rubio;NULL;0
6285;IN;0;NULL;Kristine;J;Ruiz;NULL;2
6286;IN;0;NULL;Austin;NULL;Sharma;NULL;0
6287;IN;0;NULL;Austin;NULL;Shan;NULL;2
6288;IN;0;NULL;Kristine;NULL;Diaz;NULL;0
6289;IN;0;NULL;Austin;M;Jai;NULL;0
6290;IN;0;NULL;Kristine;NULL;Hernandez;NULL;1
6291;IN;0;NULL;Cameron;J;Henderson;NULL;1
6292;IN;0;NULL;Kristine;F;Alvarez;NULL;0
6293;IN;0;NULL;Cameron;NULL;Coleman;NULL;0
6294;IN;0;NULL;Cameron;NULL;Perry;NULL;0
6295;IN;0;NULL;Cameron;NULL;Powell;NULL;0
6296;IN;0;NULL;Cameron;NULL;Long;NULL;0
6297;IN;0;NULL;Cameron;M;Patterson;NULL;0
6298;IN;0;NULL;Cameron;A;Hughes;NULL;0
6299;IN;0;NULL;Kristine;K;Moreno;NULL;2
6300;IN;0;NULL;Kristine;NULL;Munoz;NULL;0
6301;IN;0;NULL;Cameron;NULL;Flores;NULL;2
6302;IN;0;NULL;Kristine;NULL;Alonso;NULL;2
6303;IN;0;NULL;Cameron;J;Washington;NULL;0
6304;IN;0;NULL;Cameron;W;Butler;NULL;1
6305;IN;0;NULL;Cameron;J;Simmons;NULL;0
6306;IN;0;NULL;Kristine;W;Romero;NULL;0
6307;IN;0;NULL;Kristine;B;Navarro;NULL;2
6308;IN;0;NULL;Cameron;C;Foster;NULL;2
6309;IN;0;NULL;Cameron;L;Gonzales;NULL;0
6310;IN;0;NULL;Daisy;NULL;Ortega;NULL;0
6311;IN;0;NULL;Kristine;G;Gutierrez;NULL;0
6312;IN;0;NULL;Cameron;NULL;Bryant;NULL;0
6313;IN;0;NULL;Kristine;A;Dominguez;NULL;1
6314;IN;0;NULL;Kristine;NULL;Gill;NULL;0
6315;IN;0;NULL;Cameron;NULL;Alexander;NULL;2
6316;IN;0;NULL;Cameron;D;Russell;NULL;0
6317;IN;0;NULL;Kristine;M;Vazquez;NULL;0
6318;IN;0;NULL;Cameron;NULL;Griffin;NULL;1
6319;IN;0;NULL;Kristine;D;Blanco;NULL;1
6320;IN;0;NULL;Cameron;NULL;Diaz;NULL;1
6321;IN;0;NULL;Cameron;D;Hayes;NULL;0
6322;IN;0;NULL;Kristine;NULL;Serrano;NULL;1
6323;IN;0;NULL;Kristine;NULL;Ramos;NULL;2
6324;IN;0;NULL;Cameron;F;Zhang;NULL;1
6325;IN;0;NULL;Cameron;T;Wang;NULL;0
6326;IN;0;NULL;Kristine;C;Carlson;NULL;1
6327;IN;0;NULL;Kristine;NULL;Suarez;NULL;0
6328;IN;0;NULL;Cameron;J;Chen;NULL;2
6329;IN;0;NULL;Raquel;W;Hernandez;NULL;1
6330;IN;0;NULL;Kristine;NULL;Sandberg;NULL;0
6331;IN;0;NULL;Cameron;NULL;Li;NULL;0
6332;IN;0;NULL;Cameron;NULL;Yang;NULL;0
6333;IN;0;NULL;Cameron;S;Kumar;NULL;1
6334;IN;0;NULL;Cameron;M;Lal;NULL;0
6335;IN;0;NULL;Kristine;NULL;Ortega;NULL;0
6336;IN;0;NULL;Cameron;L;Sharma;NULL;1
6337;IN;0;NULL;Cameron;M;Shan;NULL;2
6338;IN;0;NULL;Jacquelyn;M;Martin;NULL;1
6339;IN;0;NULL;Cameron;F;Jai;NULL;1
6340;IN;0;NULL;James;F;Ross;NULL;1
6341;IN;0;NULL;Jacquelyn;R;Gomez;NULL;0
6342;IN;0;NULL;James;NULL;Henderson;NULL;1
6343;IN;0;NULL;Jacquelyn;L;Ruiz;NULL;2
6344;IN;0;NULL;Jacquelyn;K;Diaz;NULL;2
6345;IN;0;NULL;James;NULL;Coleman;NULL;0
6346;IN;0;NULL;James;NULL;Jenkins;NULL;0
6347;IN;0;NULL;Jacquelyn;J;Hernandez;NULL;0
6348;IN;0;NULL;Jacquelyn;NULL;Jimenez;NULL;0
6349;IN;0;NULL;James;NULL;Perry;NULL;1
6350;IN;0;NULL;James;V;Powell;NULL;1
6351;IN;0;NULL;Raquel;G;Alvarez;NULL;0
6352;IN;0;NULL;Jacquelyn;NULL;Moreno;NULL;0
6353;IN;0;NULL;James;Y;Long;NULL;2
6354;IN;0;NULL;Jacquelyn;NULL;Munoz;NULL;0
6355;IN;0;NULL;James;P;Patterson;NULL;1
6356;IN;0;NULL;Jacquelyn;A;Alonso;NULL;0
6357;IN;0;NULL;Jacquelyn;NULL;Romero;NULL;1
6358;IN;0;NULL;Jacquelyn;NULL;Navarro;NULL;0
6359;IN;0;NULL;Jacquelyn;C;Gutierrez;NULL;0
6360;IN;0;NULL;Jacquelyn;P;Torres;NULL;0
6361;IN;0;NULL;Jacquelyn;NULL;Dominguez;NULL;2
6362;IN;0;NULL;Jacquelyn;NULL;Gill;NULL;1
6363;IN;0;NULL;Jacquelyn;NULL;Vazquez;NULL;0
6364;IN;0;NULL;Jacquelyn;NULL;Blanco;NULL;2
6365;IN;0;NULL;James;NULL;Hughes;NULL;0
6366;IN;0;NULL;Jacquelyn;NULL;Serrano;NULL;0
6367;IN;0;NULL;James;V;Flores;NULL;0
6368;IN;0;NULL;James;R;Washington;NULL;0
6369;IN;0;NULL;James;C;Butler;NULL;0
6370;IN;0;NULL;James;NULL;Simmons;NULL;1
6371;IN;0;NULL;Jacquelyn;Y;Ramos;NULL;0
6372;IN;0;NULL;Jacquelyn;NULL;Castro;NULL;0
6373;IN;0;NULL;James;L;Gonzales;NULL;1
6374;IN;0;NULL;James;NULL;Bryant;NULL;0
6375;IN;0;NULL;James;NULL;Alexander;NULL;0
6376;IN;0;NULL;James;D;Russell;NULL;2
6377;IN;0;NULL;Jacquelyn;C;Suarez;NULL;0
6378;IN;0;NULL;Jacquelyn;NULL;Saunders;NULL;2
6379;IN;0;NULL;James;NULL;Griffin;NULL;2
6380;IN;0;NULL;James;W;Diaz;NULL;0
6381;IN;0;NULL;Jacquelyn;I;Rowe;NULL;0
6382;IN;0;NULL;Jacquelyn;D;Ortega;NULL;0
6383;IN;0;NULL;James;R;Hayes;NULL;0
6384;IN;0;NULL;James;NULL;Zhang;NULL;0
6385;IN;0;NULL;Ramon;D;Zhang;NULL;0
6386;IN;0;NULL;James;M;West;NULL;1
6387;IN;0;NULL;James;D;Chen;NULL;1
6388;IN;0;NULL;James;A;Li;NULL;0
6389;IN;0;NULL;James;NULL;Yang;NULL;0
6390;IN;0;NULL;James;NULL;Kumar;NULL;1
6391;IN;0;NULL;Raquel;D;Moreno;NULL;2
6392;IN;0;NULL;Ramon;T;Chen;NULL;0
6393;IN;0;NULL;James;M;Lal;NULL;1
6394;IN;0;NULL;Ramon;NULL;Li;NULL;2
6395;IN;0;NULL;James;L;Sharma;NULL;1
6396;IN;0;NULL;James;NULL;Shan;NULL;1
6397;IN;0;NULL;Ramon;M;Liu;NULL;0
6398;IN;0;NULL;James;J;Jai;NULL;0
6399;IN;0;NULL;Jonathan;F;Ross;NULL;0
6400;IN;0;NULL;Ramon;K;Yang;NULL;1
6401;IN;0;NULL;Jonathan;M;Henderson;NULL;0
6402;IN;0;NULL;Jonathan;R;Coleman;NULL;0
6403;IN;0;NULL;Ramon;NULL;Huang;NULL;0
6404;IN;0;NULL;Jonathan;NULL;Jenkins;NULL;1
6405;IN;0;NULL;Jonathan;T;Perry;NULL;2
6406;IN;0;NULL;Jonathan;NULL;Powell;NULL;0
6407;IN;0;NULL;Jonathan;NULL;Long;NULL;0
6408;IN;0;NULL;Jonathan;NULL;Patterson;NULL;1
6409;IN;0;NULL;Jonathan;NULL;Hughes;NULL;1
6410;IN;0;NULL;Jonathan;H;Flores;NULL;0
6411;IN;0;NULL;Ramon;M;Wu;NULL;2
6412;IN;0;NULL;Ramon;NULL;Lin;NULL;1
6413;IN;0;NULL;Ramon;D;Zhou;NULL;0
6414;IN;0;NULL;Jonathan;A;Washington;NULL;2
6415;IN;0;NULL;Jonathan;NULL;Butler;NULL;1
6416;IN;0;NULL;Ramon;NULL;Ye;NULL;2
6417;IN;0;NULL;Jonathan;NULL;Foster;NULL;0
6418;IN;0;NULL;Jonathan;NULL;Gonzales;NULL;0
6419;IN;0;NULL;Jonathan;J;Bryant;NULL;2
6420;IN;0;NULL;Ramon;K;Zhao;NULL;1
6421;IN;0;NULL;Jonathan;NULL;Alexander;NULL;0
6422;IN;0;NULL;Ramon;B;Lu;NULL;0
6423;IN;0;NULL;Jonathan;NULL;Russell;NULL;0
6424;IN;0;NULL;Jonathan;R;Griffin;NULL;1
6425;IN;0;NULL;Jonathan;K;Diaz;NULL;0
6426;IN;0;NULL;Jonathan;NULL;Hayes;NULL;1
6427;IN;0;NULL;Ramon;D;Xu;NULL;0
6428;IN;0;NULL;Jonathan;W;Zhang;NULL;0
6429;IN;0;NULL;Ramon;NULL;Gao;NULL;0
6430;IN;0;NULL;Ramon;D;Ma;NULL;0
6431;IN;0;NULL;Jonathan;G;Chen;NULL;1
6432;IN;0;NULL;Ramon;NULL;Guo;NULL;0
6433;IN;0;NULL;Ramon;NULL;He;NULL;1
6434;IN;0;NULL;Jonathan;E;Li;NULL;1
6435;IN;0;NULL;Jonathan;NULL;Yang;NULL;0
6436;IN;0;NULL;Ramon;R;Zheng;NULL;2
6437;IN;0;NULL;Jonathan;NULL;Lal;NULL;1
6438;IN;0;NULL;Raquel;NULL;Alonso;NULL;0
6439;IN;0;NULL;Ramon;NULL;Hu;NULL;2
6440;IN;0;NULL;Jonathan;NULL;Shan;NULL;0
6441;IN;0;Sr.;Ramón;S;Cai;NULL;1
6442;IN;0;NULL;Jonathan;NULL;Jai;NULL;0
6443;IN;0;NULL;Ramon;NULL;Zeng;NULL;1
6444;IN;0;NULL;Ramon;NULL;She;NULL;0
6445;IN;0;NULL;Logan;L;Ross;NULL;0
6446;IN;0;NULL;Logan;C;Henderson;NULL;0
6447;IN;0;NULL;Ernest;M;Zhang;NULL;0
6448;IN;0;NULL;Logan;NULL;Coleman;NULL;1
6449;IN;0;NULL;Ernest;NULL;Wang;NULL;1
6450;IN;0;NULL;Logan;S;Jenkins;NULL;0
6451;IN;0;NULL;Ernest;W;Chen;NULL;0
6452;IN;0;NULL;Logan;NULL;Perry;NULL;0
6453;IN;0;NULL;Logan;H;Powell;NULL;0
6454;IN;0;NULL;Logan;NULL;Long;NULL;0
6455;IN;0;NULL;Ernest;L;Li;NULL;0
6456;IN;0;NULL;Ernest;NULL;Liu;NULL;1
6457;IN;0;NULL;Logan;NULL;Patterson;NULL;0
6458;IN;0;NULL;Logan;M;Hughes;NULL;2
6459;IN;0;NULL;Logan;K;Flores;NULL;2
6460;IN;0;NULL;Logan;A;Washington;NULL;1
6461;IN;0;NULL;Raquel;Z;Romero;NULL;2
6462;IN;0;NULL;Ernest;L;Huang;NULL;0
6463;IN;0;NULL;Ernest;L;Wu;NULL;0
6464;IN;0;NULL;Ernest;NULL;Lin;NULL;2
6465;IN;0;NULL;Logan;F;Foster;NULL;1
6466;IN;0;NULL;Ernest;P;Zhou;NULL;0
6467;IN;0;NULL;Logan;NULL;Gonzales;NULL;0
6468;IN;0;NULL;Ernest;A;Ye;NULL;2
6469;IN;0;NULL;Logan;A;Bryant;NULL;0
6470;IN;0;NULL;Ernest;C;Zhao;NULL;0
6471;IN;0;NULL;Ernest;H;Lu;NULL;0
6472;IN;0;NULL;Logan;E;Alexander;NULL;0
6473;IN;0;NULL;Ernest;R;Xu;NULL;0
6474;IN;0;NULL;Logan;NULL;Griffin;NULL;0
6475;IN;0;NULL;Logan;A;Diaz;NULL;2
6476;IN;0;NULL;Ernest;V;Sun;NULL;0
6477;IN;0;NULL;Logan;J;Hayes;NULL;2
6478;IN;0;NULL;Ernest;NULL;Zhu;NULL;0
6479;IN;0;NULL;Ernest;NULL;Gao;NULL;1
6480;IN;0;NULL;Logan;M;Wang;NULL;0
6481;IN;0;NULL;Ernest;N;Liang;NULL;0
6482;IN;0;NULL;Logan;J;Chow;NULL;0
6483;IN;0;NULL;Logan;NULL;Li;NULL;1
6484;IN;0;NULL;Zachary;NULL;Shan;NULL;2
6485;IN;0;NULL;Ernest;NULL;Guo;NULL;0
6486;IN;0;NULL;Zachary;M;Jai;NULL;2
6487;IN;0;NULL;Ernest;NULL;Harrison;NULL;1
6488;IN;0;NULL;Ethan;NULL;Ross;NULL;1
6489;IN;0;NULL;Ethan;NULL;Henderson;NULL;0
6490;IN;0;NULL;Ernest;NULL;Hu;NULL;0
6491;IN;0;NULL;Ethan;G;Coleman;NULL;0
6492;IN;0;NULL;Ethan;F;Jenkins;NULL;0
6493;IN;0;NULL;Ethan;NULL;Perry;NULL;2
6494;IN;0;NULL;Ethan;L;Powell;NULL;1
6495;IN;0;NULL;Ernest;M;Zeng;NULL;0
6496;IN;0;NULL;Ethan;H;Long;NULL;2
6497;IN;0;NULL;Ethan;R;Patterson;NULL;0
6498;IN;0;NULL;Ernest;NULL;She;NULL;2
6499;IN;0;NULL;Ethan;NULL;Hughes;NULL;0
6500;IN;0;NULL;Raquel;H;Gutierrez;NULL;0
6501;IN;0;NULL;Ethan;B;Flores;NULL;1
6502;IN;0;NULL;Ethan;E;Butler;NULL;0
6503;IN;0;NULL;Ethan;NULL;Simmons;NULL;0
6504;IN;0;NULL;Steve;C;Wagner;NULL;1
6505;IN;0;NULL;Steve;R;Chen;NULL;0
6506;IN;0;NULL;Steve;NULL;Li;NULL;2
6507;IN;0;NULL;Ethan;NULL;Foster;NULL;1
6508;IN;0;NULL;Ethan;D;Gonzales;NULL;1
6509;IN;0;NULL;Steve;V;Liu;NULL;2
6510;IN;0;NULL;Ethan;L;Bryant;NULL;0
6511;IN;0;NULL;Ethan;A;Alexander;NULL;0
6512;IN;0;NULL;Steve;L;Yang;NULL;0
6513;IN;0;NULL;Steve;NULL;Wu;NULL;0
6514;IN;0;NULL;Ethan;I;Russell;NULL;0
6515;IN;0;NULL;Steve;A;Lin;NULL;2
6516;IN;0;NULL;Ethan;NULL;Griffin;NULL;0
6517;IN;0;NULL;Steve;C;Zhou;NULL;0
6518;IN;0;NULL;Ethan;NULL;Diaz;NULL;2
6519;IN;0;NULL;Raquel;NULL;Torres;NULL;0
6520;IN;0;NULL;Steve;NULL;Ye;NULL;0
6521;IN;0;NULL;Ethan;NULL;Hayes;NULL;0
6522;IN;0;NULL;Ethan;G;Zhang;NULL;1
6523;IN;0;NULL;Ethan;R;Winston;NULL;0
6524;IN;0;NULL;Steve;NULL;Lu;NULL;0
6525;IN;0;NULL;Ethan;NULL;Chen;NULL;0
6526;IN;0;NULL;Steve;T;Xu;NULL;2
6527;IN;0;NULL;Steve;I;Sun;NULL;1
6528;IN;0;NULL;Ethan;L;Yang;NULL;0
6529;IN;0;NULL;Steve;J;Gao;NULL;0
6530;IN;0;NULL;Ethan;NULL;Kumar;NULL;1
6531;IN;0;NULL;Steve;NULL;Ma;NULL;0
6532;IN;0;NULL;Steve;NULL;Liang;NULL;0
6533;IN;0;NULL;Ethan;A;Lal;NULL;0
6534;IN;0;NULL;Steve;L;Guo;NULL;0
6535;IN;0;NULL;Ethan;M;Sharma;NULL;1
6536;IN;0;NULL;Ethan;NULL;Shan;NULL;0
6537;IN;0;NULL;Ethan;NULL;Jai;NULL;1
6538;IN;0;NULL;Raquel;A;Dominguez;NULL;0
6539;IN;0;NULL;Steve;J;He;NULL;0
6540;IN;0;NULL;Steve;D;Zheng;NULL;2
6541;IN;0;NULL;Steve;A;Hu;NULL;0
6542;IN;0;NULL;Steve;M;Cai;NULL;0
6543;IN;0;NULL;Steve;NULL;Zeng;NULL;0
6544;IN;0;NULL;Ryan;NULL;Ross;NULL;2
6545;IN;0;NULL;Ryan;M;Henderson;NULL;0
6546;IN;0;NULL;Ryan;NULL;Coleman;NULL;0
6547;IN;0;NULL;Ryan;C;Jenkins;NULL;1
6548;IN;0;NULL;Micah;C;Wang;NULL;0
6549;IN;0;NULL;Ryan;NULL;Perry;NULL;0
6550;IN;0;NULL;Ryan;K;Powell;NULL;2
6551;IN;0;NULL;Micah;NULL;Chen;NULL;2
6552;IN;0;NULL;Ryan;H;Long;NULL;0
6553;IN;0;NULL;Ryan;B;Patterson;NULL;2
6554;IN;0;NULL;Micah;NULL;Li;NULL;0
6555;IN;0;NULL;Raquel;T;Gill;NULL;0
6556;IN;0;NULL;Micah;J;Liu;NULL;2
6557;IN;0;NULL;Ryan;C;Hughes;NULL;0
6558;IN;0;NULL;Ryan;M;Flores;NULL;2
6559;IN;0;NULL;Micah;A;Yang;NULL;2
6560;IN;0;NULL;Micah;NULL;Huang;NULL;0
6561;IN;0;NULL;Ryan;NULL;Washington;NULL;0
6562;IN;0;NULL;Ryan;A;Butler;NULL;0
6563;IN;0;NULL;Micah;NULL;Wu;NULL;0
6564;IN;0;NULL;Ryan;NULL;Simmons;NULL;0
6565;IN;0;NULL;Ryan;W;Foster;NULL;0
6566;IN;0;NULL;Micah;NULL;Lin;NULL;1
6567;IN;0;NULL;Ryan;M;Gonzales;NULL;1
6568;IN;0;NULL;Ryan;W;Bryant;NULL;2
6569;IN;0;NULL;Micah;A;Zhou;NULL;1
6570;IN;0;NULL;Ryan;J;Alexander;NULL;1
6571;IN;0;NULL;Micah;A;Ye;NULL;0
6572;IN;0;NULL;Ryan;G;Russell;NULL;2
6573;IN;0;NULL;Micah;NULL;Zhao;NULL;0
6574;IN;0;NULL;Ryan;A;Griffin;NULL;1
6575;IN;0;NULL;Ryan;J;Diaz;NULL;2
6576;IN;0;NULL;Ryan;NULL;Hayes;NULL;0
6577;IN;0;NULL;Ryan;NULL;Zhang;NULL;2
6578;IN;0;NULL;Micah;NULL;Lu;NULL;0
6579;IN;0;NULL;Ryan;D;Wang;NULL;0
6580;IN;0;NULL;Ryan;E;Chen;NULL;0
6581;IN;0;NULL;Micah;M;Xu;NULL;2
6582;IN;0;NULL;Ryan;NULL;Li;NULL;0
6583;IN;0;NULL;Clarence;C;Huang;NULL;0
6584;IN;0;NULL;Reginald;NULL;Vazquez;NULL;1
6585;IN;0;NULL;Reginald;D;Blanco;NULL;0
6586;IN;0;NULL;Ryan;NULL;Yang;NULL;0
6587;IN;0;NULL;Ryan;NULL;Kumar;NULL;0
6588;IN;0;NULL;Reginald;J;Serrano;NULL;2
6589;IN;0;NULL;Ryan;NULL;Lal;NULL;2
6590;IN;0;NULL;Reginald;NULL;Ramos;NULL;0
6591;IN;0;NULL;Ryan;R;Shan;NULL;0
6592;IN;0;NULL;Reginald;NULL;Carlson;NULL;0
6593;IN;0;NULL;Reginald;NULL;Suarez;NULL;1
6594;IN;0;NULL;Ryan;NULL;Jai;NULL;0
6595;IN;0;NULL;Reginald;K;Sanz;NULL;2
6596;IN;0;NULL;Reginald;K;Ortega;NULL;0
6597;IN;0;NULL;Justin;J;Ross;NULL;1
6598;IN;0;NULL;Alberto;R;Martin;NULL;0
6599;IN;0;NULL;Clarence;L;Wu;NULL;2
6600;IN;0;NULL;Alberto;NULL;Gomez;NULL;1
6601;IN;0;NULL;Justin;P;Henderson;NULL;0
6602;IN;0;NULL;Alberto;L;Ruiz;NULL;0
6603;IN;0;NULL;Alberto;A;Diaz;NULL;1
6604;IN;0;NULL;Justin;A;Coleman;NULL;0
6605;IN;0;NULL;Justin;NULL;Jenkins;NULL;0
6606;IN;0;NULL;Justin;E;Perry;NULL;0
6607;IN;0;NULL;Alberto;D;Hernandez;NULL;0
6608;IN;0;NULL;Justin;NULL;Powell;NULL;1
6609;IN;0;NULL;Alberto;NULL;Alvarez;NULL;2
6610;IN;0;NULL;Justin;NULL;Long;NULL;0
6611;IN;0;NULL;Alberto;C;Jiménez;NULL;2
6612;IN;0;NULL;Justin;M;Patterson;NULL;1
6613;IN;0;NULL;Justin;M;Hughes;NULL;0
6614;IN;0;NULL;Hany;NULL;Morcos;NULL;2
6615;IN;0;NULL;Justin;NULL;Flores;NULL;1
6616;IN;0;NULL;Justin;NULL;Washington;NULL;1
6617;IN;0;NULL;Justin;I;Butler;NULL;1
6618;IN;0;NULL;Alberto;J;Muñoz;NULL;0
6619;IN;0;NULL;Justin;NULL;Simmons;NULL;0
6620;IN;0;NULL;Justin;NULL;Foster;NULL;1
6621;IN;0;NULL;Justin;NULL;Gonzales;NULL;0
6622;IN;0;NULL;Justin;NULL;Bryant;NULL;2
6623;IN;0;NULL;Alberto;NULL;Alonso;NULL;1
6624;IN;0;NULL;Alberto;NULL;Romero;NULL;1
6625;IN;0;NULL;Justin;M;Alexander;NULL;0
6626;IN;0;NULL;Clarence;NULL;Lin;NULL;0
6627;IN;0;NULL;Alberto;C;Navarro;NULL;0
6628;IN;0;NULL;Alberto;R;Gutierrez;NULL;0
6629;IN;0;NULL;Justin;NULL;Russell;NULL;1
6630;IN;0;NULL;Justin;NULL;Griffin;NULL;0
6631;IN;0;NULL;Justin;NULL;Diaz;NULL;0
6632;IN;0;NULL;Justin;V;Hayes;NULL;0
6633;IN;0;NULL;Justin;NULL;Zhang;NULL;1
6634;IN;0;NULL;Alberto;R;Dominguez;NULL;1
6635;IN;0;NULL;Alberto;P;Gill;NULL;0
6636;IN;0;NULL;Justin;NULL;Chen;NULL;0
6637;IN;0;NULL;Alberto;R;Blanco;NULL;0
6638;IN;0;NULL;Alberto;L;Serrano;NULL;0
6639;IN;0;NULL;Justin;NULL;Li;NULL;1
6640;IN;0;NULL;Alberto;NULL;Ramos;NULL;0
6641;IN;0;NULL;Justin;S;Yang;NULL;1
6642;IN;0;NULL;Justin;NULL;Kumar;NULL;2
6643;IN;0;NULL;Clarence;NULL;Zhou;NULL;0
6644;IN;0;NULL;Alberto;G;Suarez;NULL;2
6645;IN;0;NULL;Justin;NULL;Lal;NULL;0
6646;IN;0;NULL;Alberto;M;Sanz;NULL;1
6647;IN;0;NULL;Alberto;W;Rowe;NULL;0
6648;IN;0;NULL;Justin;L;Shan;NULL;0
6649;IN;0;NULL;Justin;W;Jai;NULL;0
6650;IN;0;NULL;Alberto;NULL;Ortega;NULL;1
6651;IN;0;NULL;David;M;Ross;NULL;0
6652;IN;0;NULL;David;M;Henderson;NULL;1
6653;IN;0;NULL;David;D;Coleman;NULL;0
